ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-000779,PC-9,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000780,NCI-H1105,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000781,NCI-H2023,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000782,SEM,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-000783,CAMA-1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-000784,KYSE-70,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000785,NCI-H2126,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000786,Daudi,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-000787,LXF-289,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000788,A2058,Skin,Melanoma,Melanoma,MEL
ACH-000789,NCI-H810,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000790,SHP-77,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000791,RERF-LC-Ad1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000792,BFTC-909,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-000793,KATO III,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,SSRCC
ACH-000794,BICR 22,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000795,MOLT-13,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000796,MCAS,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV
ACH-000797,HLF-a,Fibroblast,Non-Cancerous,"Fibroblast, Lung",
ACH-000798,CL-40,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000799,Hs 695T,Skin,Melanoma,Melanoma,MEL
ACH-000800,NCI-H446,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000801,Hs 936.T,Skin,Melanoma,Melanoma,MEL
ACH-000802,BFTC-905,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000803,COLO 668,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000804,NB-1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000805,COLO-679,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-000806,L-540,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-000807,SNU-738,CNS/Brain,Diffuse Glioma,Oligodendroglioma,ODG
ACH-000808,HuH28,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-000809,KYSE-410,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000810,SK-MEL-30,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-000811,SK-OV-3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-000812,COLO-783,Skin,Melanoma,Melanoma,MEL
ACH-000813,T3M-10,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000814,Hs 939.T,Skin,Melanoma,Melanoma,MEL
ACH-000815,KM-H2,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-000816,NCI-H524,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000817,RPMI 8226,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000818,BT-483,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000819,LN-18,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000820,SW403,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000821,EJM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000822,SK-MEL-24,Skin,Melanoma,Melanoma,MEL
ACH-000823,KYSE-140,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000824,KYSE-510,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000825,HOP-92,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000826,CAL-12T,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000827,WM793,Skin,Melanoma,Melanoma,MEL
ACH-000828,ZR-75-30,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-000829,HuNS1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000830,NCI-H1436,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000831,HEC-50B,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000832,CAL 27,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000833,RH-30,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-000834,UM-UC-1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000835,GCT,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH
ACH-000836,YD-15,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000837,NCI-H322,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000838,AMO-1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000839,SCaBER,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,BLSC
ACH-000840,HCC-366,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-000841,NCI-H2087,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000842,SW 480,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000843,HARA,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000844,DMS 454,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000845,NCI-H1373,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000846,FaDu,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC
ACH-000847,HGC-27,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000848,JHH-7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-000849,MDA-MB-468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000850,Hs 698.T,Fibroblast,Non-Cancerous,"Fibroblast, Colorectal",
ACH-000851,MOR/CPR,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000852,NCI-H1435,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000853,NCI-H661,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000854,OCI-MY5,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000855,KYSE-150,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000856,CAL-51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000857,CAL-85-1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000858,KNS-62,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000859,HCC1954,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS
ACH-000860,NCI-H358,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000861,HOP-62,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000862,KMBC-2,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000863,DBTRG-05MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000864,COLO 684,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000865,KYSE-450,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000866,NCI-H1048,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000867,ChaGo-K-1,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000868,HCC-1195,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-000869,NCI-H1568,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000870,NCI-H1930,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000871,NCI-H510,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000872,HCC515,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000873,KYSE-270,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000874,RS4;11,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-000875,NCI-H2347,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000876,MDA-MB-415,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000877,EB1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-000878,HCC-15,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000879,MFE-296,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000880,AGS,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000881,MEL-JUSO,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-000882,IGR-1,Skin,Melanoma,Melanoma,MEL
ACH-000883,SW 1783,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,AASTR
ACH-000884,MDA-MB-435S,Skin,Melanoma,Melanoma,MEL
ACH-000885,TOV-21G,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV
ACH-000886,NCI-H2009,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000887,SF-172,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000888,NCI-H1793,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000889,KMM-1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000890,SW 1271,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000891,HCC-1438,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000892,NCI-H1563,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000893,NCI-H1651,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000894,NCI-H1869,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000895,CL-34,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000896,647-V,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000897,FTC-238,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,THFO
ACH-000898,SNU-719,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD
ACH-000899,WM88,Skin,Melanoma,Melanoma,MEL
ACH-000900,NCI-H23,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000901,HCC-1359,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC
ACH-000902,CAL-148,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000903,FTC-133,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,THFO
ACH-000904,NCI-H2106,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000905,5637,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000906,ES-2,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV
ACH-000907,SNU-349,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000908,SNU-520,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000909,JHUEM-2,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000910,MDA-MB-453,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000911,NUGC-3,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000912,NCI-H2286,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000913,ESS-1,Uterus,Uterine Sarcoma/Mesenchymal,Endometrial Stromal Sarcoma,ESS
ACH-000914,HT,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-000915,IPC-298,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-000916,NCI-H1573,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000917,TE-4,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000918,MOLT-16,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000919,IM95,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000920,CML-T1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-000921,NCI-H157-DM,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000922,RCH-ACV,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-000923,BCP-1,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-000924,NCI-H2172,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000925,DV-90,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000926,HT-55,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000927,BT-474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000928,JHUEM-1,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000929,NCI-H2110,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000930,HCC1569,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000931,HMCB,Skin,Melanoma,Melanoma,MEL
ACH-000932,SNU-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000933,SNU-324,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000934,MDA-MB-361,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000935,MDST8,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000936,EFO-27,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV
ACH-000937,PF-382,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000938,NALM-6,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-000939,SK-UT-1,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,ULMS
ACH-000940,AN3 CA,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000941,HEC-1-B,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000942,HPB-ALL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000943,RKO,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000944,NAMALWA,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-000945,NCI-H650,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000946,HEC-265,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000947,OVK18,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV
ACH-000948,23132/87,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000949,TGBC11TKB,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000950,LoVo,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000951,NCI-H2342,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000952,MDA PCa 2b,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-000953,SUP-T1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000954,HEC-1-A,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000955,SNU-407,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000956,22Rv1,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-000957,LS 180,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000958,SW48,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000959,SNU-C4,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000960,Reh,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-000961,Ishikawa (Heraklio) 02 ER-,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000962,OC 314,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-000963,CCK-81,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000964,MOLT-3,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,ATLL
ACH-000965,RL95-2,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,UASC
ACH-000966,IGROV1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV
ACH-000967,SNU-C2A,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000968,COLO 792,Skin,Melanoma,Melanoma,MEL
ACH-000969,KM12,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000970,SNU-C5,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000971,HCT 116,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000972,HEC-151,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000973,639-V,Bladder/Urinary Tract,Urethral Cancer,Urethral Urothelial Carcinoma,UCU
ACH-000974,SNG-M,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000975,HCC2450,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000976,HuCCT1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-000977,LNCaP clone FGC,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-000978,EN,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000979,DU 145,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-000980,NCI-H1155,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000981,DND-41,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000982,GP2d,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000983,KCL-22,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-000984,HEC-6,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,UASC
ACH-000985,LS411N,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000986,HT115,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000987,MeWo,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-000988,MFE-319,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,UASC
ACH-000989,SNU-175,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,MACR
ACH-000990,HEC-108,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000991,SNU-81,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000992,BICR 18,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-000993,JHUEM-7,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000994,HEC-59,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000995,JURKAT,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000996,HEC-251,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000997,HCT-15,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000998,CW-2,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000999,SNU-1040,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001000,1321N1,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-001001,143B,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-001002,451Lu,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-001007,A673STAG2KO16,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001008,A673STAG2KO45,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001009,A673STAG2NT14,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001010,A673STAG2NT23,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001015,AZ521,Bowel,Small Bowel Cancer,Duodenal Adenocarcinoma,DA
ACH-001016,Becker,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-001017,BGC823,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,ECAD
ACH-001018,BJ hTERT,Fibroblast,Non-Cancerous,"Fibroblast, NOS",
ACH-001020,BT-16,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,ATRT
ACH-001021,C3A,Liver,Hepatoblastoma,Hepatoblastoma,LIHB
ACH-001022,CB-AGPN,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001023,CGTH-W-1,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-001024,CHL-1,Skin,Melanoma,Melanoma,MEL
ACH-001028,CHLA-06,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,ATRT
ACH-001029,CHLA-10,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001030,CHLA-218,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001031,CHLA-266,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,ATRT
ACH-001032,CHLA-32,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001033,CHLA-57,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,PNET
ACH-001034,CHLA-9,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001035,CHLA-99,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001036,CMK-11-5,Myeloid,Acute Myeloid Leukemia,Myeloid Leukemia Associated with Down Syndrome,MLADS
ACH-001037,CMK-86,Myeloid,Acute Myeloid Leukemia,Myeloid Leukemia Associated with Down Syndrome,MLADS
ACH-001038,COG-E-352,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001039,COLO 205,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001041,CHL-1-DM,Skin,Melanoma,Melanoma,MEL
ACH-001042,COLO-704,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-001043,COLO 775,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-001044,COLO 818,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-001045,COLO 849,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-001047,COR-L51,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001048,COV504,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001049,CPC-N,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001050,CW9019,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-001052,D384,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL
ACH-001053,D425,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL
ACH-001054,D458,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL
ACH-001055,D556,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL
ACH-001057,DERL-2,Lymphoid,Mature T and NK Neoplasms,Hepatosplenic T-cell Lymphoma,HSTCL
